Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome
0,0,0,1,1,7167.0,0.0,128000.0,360.0,1,2,1,7167.0
0,1,2,1,0,4566.0,0.0,100000.0,360.0,1,2,0,4566.0
0,0,1,1,0,3667.0,0.0,113000.0,180.0,1,2,1,3667.0
0,0,0,0,0,2346.0,1600.0,132000.0,360.0,1,1,1,3946.0
0,1,0,1,0,2333.0,2417.0,136000.0,360.0,1,2,1,4750.0
0,1,0,1,0,5488.0,0.0,125000.0,360.0,1,0,1,5488.0
0,0,3,1,0,9167.0,0.0,185000.0,360.0,1,0,1,9167.0
0,1,3,1,0,9504.0,0.0,275000.0,360.0,1,0,1,9504.0
0,1,0,1,0,2583.0,2115.0,120000.0,360.0,0,2,1,4698.0
0,1,2,0,0,1993.0,1625.0,113000.0,180.0,1,1,1,3618.0
0,1,2,1,0,3100.0,1400.0,113000.0,360.0,1,2,1,4500.0
0,1,2,1,0,3276.0,484.0,135000.0,360.0,0,1,1,3760.0
1,0,0,1,0,3180.0,0.0,71000.0,360.0,0,2,0,3180.0
0,1,0,1,0,3033.0,1459.0,95000.0,360.0,1,2,1,4492.0
0,0,0,0,0,3902.0,1666.0,109000.0,360.0,1,0,1,5568.0
1,0,0,1,0,1500.0,1800.0,103000.0,360.0,0,1,0,3300.0
0,1,2,0,0,2889.0,0.0,45000.0,180.0,0,2,0,2889.0
0,0,0,0,0,2755.0,0.0,65000.0,300.0,1,0,0,2755.0
0,0,0,1,0,2500.0,20000.0,103000.0,360.0,1,1,1,22500.0
1,0,0,0,0,1963.0,0.0,53000.0,360.0,1,1,1,1963.0
1,0,0,1,1,7441.0,0.0,194000.0,360.0,1,0,0,7441.0
1,0,0,1,0,4547.0,0.0,115000.0,360.0,1,1,1,4547.0
0,1,0,0,0,2167.0,2400.0,115000.0,360.0,1,2,1,4567.0
1,0,0,0,0,2213.0,0.0,66000.0,360.0,1,0,1,2213.0
0,1,1,1,0,8300.0,0.0,152000.0,300.0,0,1,0,8300.0
0,1,3,1,0,81000.0,0.0,360000.0,360.0,0,0,0,81000.0
1,0,1,0,1,3867.0,0.0,62000.0,360.0,1,1,0,3867.0
0,1,0,1,0,6256.0,0.0,160000.0,360.0,0,2,1,6256.0
0,1,0,0,0,6096.0,0.0,218000.0,360.0,0,0,0,6096.0
0,1,0,0,0,2253.0,2033.0,110000.0,360.0,1,0,1,4286.0
1,1,0,0,0,2149.0,3237.0,178000.0,360.0,0,1,0,5386.0
1,0,0,1,0,2995.0,0.0,60000.0,360.0,1,2,1,2995.0
1,0,1,1,0,2600.0,0.0,160000.0,360.0,1,2,0,2600.0
0,1,2,1,1,1600.0,20000.0,239000.0,360.0,1,2,0,21600.0
0,1,0,1,0,1025.0,2773.0,112000.0,360.0,1,0,1,3798.0
0,1,0,1,0,3246.0,1417.0,138000.0,360.0,1,1,1,4663.0
0,1,0,1,0,5829.0,0.0,138000.0,360.0,1,0,1,5829.0
0,1,0,1,0,1820.0,1719.0,100000.0,360.0,1,2,1,3539.0
0,1,0,1,0,14880.0,0.0,96000.0,360.0,1,1,1,14880.0
0,1,0,1,0,2666.0,4300.0,121000.0,360.0,1,0,1,6966.0
1,0,1,0,0,4606.0,0.0,81000.0,360.0,1,0,0,4606.0
0,1,2,1,0,5935.0,0.0,133000.0,360.0,1,1,1,5935.0
0,1,0,1,0,2920.0,16.12000084,87000.0,360.0,1,0,1,2936.12000084
0,0,0,0,0,2717.0,0.0,60000.0,180.0,1,2,1,2717.0
1,0,1,1,1,8624.0,0.0,150000.0,360.0,1,1,1,8624.0
0,0,0,1,0,6500.0,0.0,105000.0,360.0,0,0,0,6500.0
0,0,0,1,0,12876.0,0.0,405000.0,360.0,1,1,1,12876.0
0,1,0,1,0,2425.0,2340.0,143000.0,360.0,1,1,1,4765.0
0,0,0,1,0,3750.0,0.0,100000.0,360.0,1,2,1,3750.0
0,0,0,1,0,1926.0,1851.0,50000.0,360.0,1,1,1,3777.0
0,0,0,1,1,10416.0,0.0,187000.0,360.0,0,2,0,10416.0
1,1,0,0,1,7142.0,0.0,138000.0,360.0,1,0,1,7142.0
0,0,0,1,0,3660.0,5064.0,187000.0,360.0,1,1,1,8724.0
0,1,0,1,0,7901.0,1833.0,180000.0,360.0,1,0,1,9734.0
0,0,3,0,0,4707.0,1993.0,148000.0,360.0,1,1,1,6700.0
0,0,1,1,0,37719.0,0.0,152000.0,360.0,1,1,1,37719.0
0,1,0,1,0,7333.0,8333.0,175000.0,300.0,0,0,1,15666.0
0,1,1,1,1,3466.0,1210.0,130000.0,360.0,1,0,1,4676.0
0,1,2,0,0,4652.0,0.0,110000.0,360.0,1,0,1,4652.0
0,1,0,1,0,3539.0,1376.0,55000.0,360.0,1,0,0,4915.0
0,1,2,1,0,3340.0,1710.0,150000.0,360.0,0,0,0,5050.0
0,0,1,0,1,2769.0,1542.0,190000.0,360.0,0,1,0,4311.0
0,1,2,0,0,2309.0,1255.0,125000.0,360.0,0,0,0,3564.0
0,1,2,0,0,1958.0,1456.0,60000.0,300.0,0,2,1,3414.0
0,1,0,1,0,3948.0,1733.0,149000.0,360.0,0,0,0,5681.0
0,1,0,1,0,2483.0,2466.0,90000.0,180.0,0,0,1,4949.0
0,0,0,1,1,7085.0,0.0,84000.0,360.0,1,1,1,7085.0
0,1,2,1,0,3859.0,0.0,96000.0,360.0,1,1,1,3859.0
0,1,0,1,0,4301.0,0.0,118000.0,360.0,1,2,1,4301.0
0,1,0,1,0,3708.0,2569.0,173000.0,360.0,1,2,0,6277.0
0,0,2,1,0,4354.0,0.0,136000.0,360.0,1,0,1,4354.0
0,1,0,1,0,8334.0,0.0,160000.0,360.0,1,1,0,8334.0
0,1,3,1,0,7740.0,0.0,128000.0,180.0,1,2,1,7740.0
0,1,0,1,0,3015.0,2188.0,153000.0,360.0,1,0,1,5203.0
1,0,1,0,0,5191.0,0.0,132000.0,360.0,1,1,1,5191.0
0,0,0,1,0,4166.0,0.0,98000.0,360.0,0,1,0,4166.0
0,0,0,1,0,6000.0,0.0,140000.0,360.0,1,0,1,6000.0
0,1,3,0,0,2947.0,1664.0,70000.0,180.0,0,2,0,4611.0
1,1,2,0,0,210.0,2917.0,98000.0,360.0,1,1,1,3127.0
0,1,0,1,0,4333.0,2451.0,110000.0,360.0,1,2,0,6784.0
0,1,1,1,1,3450.0,2079.0,162000.0,360.0,1,1,1,5529.0
0,1,1,0,0,2653.0,1500.0,113000.0,180.0,0,0,0,4153.0
0,1,3,1,0,4691.0,0.0,100000.0,360.0,1,1,1,4691.0
1,0,0,1,1,2500.0,0.0,93000.0,360.0,0,2,1,2500.0
0,0,2,1,0,5532.0,4648.0,162000.0,360.0,1,0,1,10180.0
0,1,2,1,1,16525.0,1014.0,150000.0,360.0,1,0,1,17539.0
0,1,2,1,0,6700.0,1750.0,230000.0,300.0,1,1,1,8450.0
0,1,1,1,1,16667.0,2250.0,86000.0,360.0,1,1,1,18917.0
1,0,0,0,0,4350.0,0.0,154000.0,360.0,1,0,1,4350.0
0,1,3,0,0,3095.0,0.0,113000.0,360.0,1,0,1,3095.0
0,1,0,1,0,2083.0,3150.0,128000.0,360.0,1,1,1,5233.0
0,1,0,1,0,10833.0,0.0,234000.0,360.0,1,1,1,10833.0
0,1,2,1,0,8333.0,0.0,246000.0,360.0,1,1,1,8333.0
0,1,1,0,0,1958.0,2436.0,131000.0,360.0,1,0,1,4394.0
0,0,2,1,0,3547.0,0.0,80000.0,360.0,0,0,0,3547.0
0,1,1,1,0,18333.0,0.0,500000.0,360.0,1,2,0,18333.0
0,1,2,1,1,4583.0,2083.0,160000.0,360.0,1,1,1,6666.0
0,0,0,1,0,2435.0,0.0,75000.0,360.0,1,2,0,2435.0
0,0,0,0,0,2699.0,2785.0,96000.0,360.0,0,1,1,5484.0
0,1,1,0,0,5333.0,1131.0,186000.0,360.0,0,2,1,6464.0
0,0,0,0,0,3691.0,0.0,110000.0,360.0,1,0,1,3691.0
1,0,0,0,1,17263.0,0.0,225000.0,360.0,1,1,1,17263.0
0,1,0,1,0,3597.0,2157.0,119000.0,360.0,0,0,0,5754.0
1,1,1,1,0,3326.0,913.0,105000.0,84.0,1,1,1,4239.0
0,1,0,0,0,2600.0,1700.0,107000.0,360.0,1,0,1,4300.0
0,1,0,1,0,4625.0,2857.0,111000.0,12.0,0,2,1,7482.0
0,1,1,1,1,2895.0,0.0,95000.0,360.0,1,1,1,2895.0
0,0,0,1,0,6283.0,4416.0,209000.0,360.0,0,0,0,10699.0
1,0,0,1,0,645.0,3683.0,113000.0,480.0,1,0,1,4328.0
1,0,0,1,0,3159.0,0.0,100000.0,360.0,1,1,1,3159.0
0,1,2,1,0,4865.0,5624.0,208000.0,360.0,1,1,1,10489.0
0,1,1,0,0,4050.0,5302.0,138000.0,360.0,0,0,0,9352.0
0,1,0,0,0,3814.0,1483.0,124000.0,300.0,1,1,1,5297.0
0,1,2,1,0,3510.0,4416.0,243000.0,360.0,1,0,1,7926.0
0,1,0,1,0,20833.0,6667.0,480000.0,360.0,0,2,1,27500.0
0,1,0,1,1,2479.0,3013.0,188000.0,360.0,1,2,1,5492.0
1,0,1,1,0,13262.0,0.0,40000.0,360.0,1,2,1,13262.0
0,0,0,0,0,3598.0,1287.0,100000.0,360.0,1,0,0,4885.0
0,1,1,1,0,6065.0,2004.0,250000.0,360.0,1,1,1,8069.0
0,1,2,1,0,3283.0,2035.0,148000.0,360.0,1,2,1,5318.0
0,1,0,1,0,2130.0,6666.0,70000.0,180.0,1,1,0,8796.0
0,0,0,1,0,5815.0,3666.0,311000.0,360.0,1,0,0,9481.0
0,1,3,1,0,3466.0,3428.0,150000.0,360.0,1,0,1,6894.0
1,1,2,1,0,2031.0,1632.0,113000.0,480.0,1,1,1,3663.0
0,1,0,0,0,3074.0,1800.0,123000.0,360.0,0,1,0,4874.0
0,0,0,1,0,4683.0,1915.0,185000.0,360.0,1,1,0,6598.0
1,0,0,0,0,3400.0,0.0,95000.0,360.0,1,0,0,3400.0
0,1,2,0,0,2192.0,1742.0,45000.0,360.0,1,1,1,3934.0
0,0,0,1,0,2500.0,0.0,55000.0,360.0,1,1,1,2500.0
0,1,3,1,1,5677.0,1424.0,100000.0,360.0,1,0,1,7101.0
0,1,2,1,1,7948.0,7166.0,480000.0,360.0,1,0,1,15114.0
0,1,2,1,1,17500.0,0.0,400000.0,360.0,1,0,1,17500.0
0,1,0,1,0,3775.0,0.0,110000.0,360.0,1,1,1,3775.0
0,1,1,0,0,5285.0,1430.0,161000.0,360.0,0,1,1,6715.0
0,0,1,0,0,2679.0,1302.0,94000.0,360.0,1,1,1,3981.0
0,0,0,0,0,6783.0,0.0,130000.0,360.0,1,1,1,6783.0
0,1,0,1,0,1025.0,5500.0,216000.0,360.0,0,0,1,6525.0
0,1,3,1,0,4281.0,0.0,100000.0,360.0,1,2,1,4281.0
0,0,2,1,0,3588.0,0.0,110000.0,360.0,0,0,0,3588.0
0,0,1,1,0,11250.0,0.0,196000.0,360.0,0,1,0,11250.0
1,0,0,0,1,18165.0,0.0,125000.0,360.0,1,2,1,18165.0
0,0,0,0,0,2550.0,2042.0,126000.0,360.0,1,0,1,4592.0
0,1,0,1,0,6133.0,3906.0,324000.0,360.0,1,2,1,10039.0
0,0,2,1,0,3617.0,0.0,107000.0,360.0,1,1,1,3617.0
0,1,0,0,0,2917.0,536.0,66000.0,360.0,1,0,0,3453.0
0,1,3,1,0,6417.0,0.0,157000.0,180.0,1,0,1,6417.0
1,1,1,1,0,4608.0,2845.0,140000.0,180.0,1,1,1,7453.0
1,0,0,1,0,2138.0,0.0,99000.0,360.0,0,1,0,2138.0
1,0,1,1,0,3652.0,0.0,95000.0,360.0,1,1,1,3652.0
0,1,1,0,0,2239.0,2524.0,128000.0,360.0,1,2,1,4763.0
1,1,0,0,0,3017.0,663.0,102000.0,360.0,0,1,1,3680.0
0,1,0,1,0,2768.0,1950.0,155000.0,360.0,1,0,1,4718.0
0,0,0,0,0,3358.0,0.0,80000.0,36.0,1,1,0,3358.0
0,0,0,1,0,2526.0,1783.0,145000.0,360.0,1,0,1,4309.0
1,0,0,1,0,5000.0,0.0,103000.0,360.0,0,1,0,5000.0
0,1,0,1,0,2785.0,2016.0,110000.0,360.0,1,0,1,4801.0
0,1,1,1,0,3333.0,3250.0,158000.0,360.0,1,2,1,6583.0
0,1,0,0,0,2454.0,2333.0,181000.0,360.0,0,2,0,4787.0
0,1,0,1,0,3593.0,4266.0,132000.0,180.0,0,0,0,7859.0
0,1,1,1,0,5468.0,1032.0,26000.0,360.0,1,1,1,6500.0
1,0,0,1,0,2667.0,1625.0,84000.0,360.0,0,2,1,4292.0
0,1,3,1,1,10139.0,0.0,260000.0,360.0,1,1,1,10139.0
0,1,0,1,0,3887.0,2669.0,162000.0,360.0,1,1,1,6556.0
1,1,0,1,0,4180.0,2306.0,182000.0,360.0,1,1,1,6486.0
0,1,2,0,0,3675.0,242.0,108000.0,360.0,1,1,1,3917.0
1,1,1,1,1,19484.0,0.0,600000.0,360.0,1,1,1,19484.0
0,1,0,1,0,5923.0,2054.0,211000.0,360.0,1,0,1,7977.0
0,0,0,0,1,5800.0,0.0,132000.0,360.0,1,1,1,5800.0
0,1,2,1,0,8799.0,0.0,258000.0,360.0,0,2,0,8799.0
0,1,0,0,0,4467.0,0.0,120000.0,360.0,0,0,1,4467.0
0,0,0,1,0,3333.0,0.0,70000.0,360.0,1,2,1,3333.0
0,1,3,1,0,3400.0,2500.0,123000.0,360.0,0,0,0,5900.0
1,0,0,1,0,2378.0,0.0,9000.0,360.0,1,2,0,2378.0
0,1,0,1,0,3166.0,2064.0,104000.0,360.0,0,2,0,5230.0
0,1,1,1,0,3417.0,1750.0,186000.0,360.0,1,2,1,5167.0
0,1,0,1,0,5116.0,1451.0,165000.0,360.0,0,2,0,6567.0
0,1,2,1,0,16666.0,0.0,275000.0,360.0,1,2,1,16666.0
0,1,2,0,0,6125.0,1625.0,187000.0,480.0,1,1,0,7750.0
0,1,3,1,0,6406.0,0.0,150000.0,360.0,1,1,0,6406.0
0,1,2,1,0,3159.0,461.0,108000.0,84.0,1,2,1,3620.0
0,0,0,1,0,3229.0,2739.0,110000.0,360.0,1,2,1,5968.0
0,1,1,1,0,1782.0,2232.0,107000.0,360.0,1,0,1,4014.0
0,0,0,1,0,3182.0,2917.0,161000.0,360.0,1,2,1,6099.0
0,1,2,1,0,6540.0,0.0,205000.0,360.0,1,1,1,6540.0
0,0,0,1,0,1836.0,33837.0,90000.0,360.0,1,2,0,35673.0
1,1,0,1,0,3166.0,0.0,36000.0,360.0,1,1,1,3166.0
0,1,1,1,0,1880.0,0.0,61000.0,360.0,0,0,0,1880.0
0,1,1,1,0,2787.0,1917.0,146000.0,360.0,0,0,0,4704.0
0,1,1,1,0,4283.0,3000.0,172000.0,84.0,1,0,0,7283.0
0,1,0,1,0,2297.0,1522.0,104000.0,360.0,1,2,1,3819.0
1,0,0,0,0,2165.0,0.0,70000.0,360.0,1,1,1,2165.0
0,1,2,1,1,2726.0,0.0,106000.0,360.0,0,1,0,2726.0
0,1,0,1,0,3000.0,3416.0,56000.0,180.0,1,1,1,6416.0
0,1,2,1,1,6000.0,0.0,205000.0,240.0,1,1,0,6000.0
0,1,0,1,0,3859.0,3300.0,142000.0,180.0,1,0,1,7159.0
0,1,0,1,1,16120.0,0.0,260000.0,360.0,1,2,1,16120.0
0,0,0,0,0,3833.0,0.0,110000.0,360.0,1,0,1,3833.0
0,1,2,0,1,6383.0,1000.0,187000.0,360.0,1,0,0,7383.0
0,0,0,1,0,2987.0,0.0,88000.0,360.0,0,1,0,2987.0
0,1,0,1,1,9963.0,0.0,180000.0,360.0,1,0,1,9963.0
0,1,2,1,0,5780.0,0.0,192000.0,360.0,1,2,1,5780.0
1,0,3,1,0,416.0,41667.0,350000.0,180.0,0,2,0,42083.0
0,1,0,0,0,2894.0,2792.0,155000.0,360.0,1,0,1,5686.0
0,1,3,1,0,5703.0,0.0,128000.0,360.0,1,2,1,5703.0
0,0,0,1,0,3676.0,4301.0,172000.0,360.0,1,0,1,7977.0
1,1,1,1,0,12000.0,0.0,496000.0,360.0,1,1,1,12000.0
0,1,1,1,0,3400.0,2500.0,173000.0,360.0,1,1,1,5900.0
0,1,2,0,0,3987.0,1411.0,157000.0,360.0,1,0,1,5398.0
0,1,0,1,0,3232.0,1950.0,108000.0,360.0,1,0,1,5182.0
1,0,0,1,0,2900.0,0.0,71000.0,360.0,1,0,1,2900.0
0,1,3,1,0,4106.0,0.0,40000.0,180.0,1,0,1,4106.0
0,1,1,1,0,8072.0,240.0,253000.0,360.0,1,2,1,8312.0
0,1,2,1,0,7583.0,0.0,187000.0,360.0,1,2,1,7583.0
1,0,0,1,1,4583.0,0.0,133000.0,360.0,0,1,0,4583.0
