Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome
0,1,2,1,0,243000.0,360.0,1,0,1,7926.0
0,1,0,1,0,480000.0,360.0,0,2,1,27500.0
0,1,0,1,1,188000.0,360.0,1,2,1,5492.0
1,0,1,1,0,40000.0,360.0,1,2,1,13262.0
0,0,0,0,0,100000.0,360.0,1,0,0,4885.0
0,1,1,1,0,250000.0,360.0,1,1,1,8069.0
0,1,2,1,0,148000.0,360.0,1,2,1,5318.0
0,1,0,1,0,70000.0,180.0,1,1,0,8796.0
0,0,0,1,0,311000.0,360.0,1,0,0,9481.0
0,1,3,1,0,150000.0,360.0,1,0,1,6894.0
1,1,2,1,0,113000.0,480.0,1,1,1,3663.0
0,1,0,0,0,123000.0,360.0,0,1,0,4874.0
0,0,0,1,0,185000.0,360.0,1,1,0,6598.0
1,0,0,0,0,95000.0,360.0,1,0,0,3400.0
0,1,2,0,0,45000.0,360.0,1,1,1,3934.0
0,0,0,1,0,55000.0,360.0,1,1,1,2500.0
0,1,3,1,1,100000.0,360.0,1,0,1,7101.0
0,1,2,1,1,480000.0,360.0,1,0,1,15114.0
0,1,2,1,1,400000.0,360.0,1,0,1,17500.0
0,1,0,1,0,110000.0,360.0,1,1,1,3775.0
0,1,1,0,0,161000.0,360.0,0,1,1,6715.0
0,0,1,0,0,94000.0,360.0,1,1,1,3981.0
0,0,0,0,0,130000.0,360.0,1,1,1,6783.0
0,1,0,1,0,216000.0,360.0,0,0,1,6525.0
0,1,3,1,0,100000.0,360.0,1,2,1,4281.0
0,0,2,1,0,110000.0,360.0,0,0,0,3588.0
0,0,1,1,0,196000.0,360.0,0,1,0,11250.0
1,0,0,0,1,125000.0,360.0,1,2,1,18165.0
0,0,0,0,0,126000.0,360.0,1,0,1,4592.0
0,1,0,1,0,324000.0,360.0,1,2,1,10039.0
0,0,2,1,0,107000.0,360.0,1,1,1,3617.0
0,1,0,0,0,66000.0,360.0,1,0,0,3453.0
0,1,3,1,0,157000.0,180.0,1,0,1,6417.0
1,1,1,1,0,140000.0,180.0,1,1,1,7453.0
1,0,0,1,0,99000.0,360.0,0,1,0,2138.0
1,0,1,1,0,95000.0,360.0,1,1,1,3652.0
0,1,1,0,0,128000.0,360.0,1,2,1,4763.0
1,1,0,0,0,102000.0,360.0,0,1,1,3680.0
0,1,0,1,0,155000.0,360.0,1,0,1,4718.0
0,0,0,0,0,80000.0,36.0,1,1,0,3358.0
0,0,0,1,0,145000.0,360.0,1,0,1,4309.0
1,0,0,1,0,103000.0,360.0,0,1,0,5000.0
0,1,0,1,0,110000.0,360.0,1,0,1,4801.0
0,1,1,1,0,158000.0,360.0,1,2,1,6583.0
0,1,0,0,0,181000.0,360.0,0,2,0,4787.0
0,1,0,1,0,132000.0,180.0,0,0,0,7859.0
0,1,1,1,0,26000.0,360.0,1,1,1,6500.0
1,0,0,1,0,84000.0,360.0,0,2,1,4292.0
0,1,3,1,1,260000.0,360.0,1,1,1,10139.0
0,1,0,1,0,162000.0,360.0,1,1,1,6556.0
1,1,0,1,0,182000.0,360.0,1,1,1,6486.0
0,1,2,0,0,108000.0,360.0,1,1,1,3917.0
1,1,1,1,1,600000.0,360.0,1,1,1,19484.0
0,1,0,1,0,211000.0,360.0,1,0,1,7977.0
0,0,0,0,1,132000.0,360.0,1,1,1,5800.0
0,1,2,1,0,258000.0,360.0,0,2,0,8799.0
0,1,0,0,0,120000.0,360.0,0,0,1,4467.0
0,0,0,1,0,70000.0,360.0,1,2,1,3333.0
0,1,3,1,0,123000.0,360.0,0,0,0,5900.0
1,0,0,1,0,9000.0,360.0,1,2,0,2378.0
0,1,0,1,0,104000.0,360.0,0,2,0,5230.0
0,1,1,1,0,186000.0,360.0,1,2,1,5167.0
0,1,0,1,0,165000.0,360.0,0,2,0,6567.0
0,1,2,1,0,275000.0,360.0,1,2,1,16666.0
0,1,2,0,0,187000.0,480.0,1,1,0,7750.0
0,1,3,1,0,150000.0,360.0,1,1,0,6406.0
0,1,2,1,0,108000.0,84.0,1,2,1,3620.0
0,0,0,1,0,110000.0,360.0,1,2,1,5968.0
0,1,1,1,0,107000.0,360.0,1,0,1,4014.0
0,0,0,1,0,161000.0,360.0,1,2,1,6099.0
0,1,2,1,0,205000.0,360.0,1,1,1,6540.0
0,0,0,1,0,90000.0,360.0,1,2,0,35673.0
1,1,0,1,0,36000.0,360.0,1,1,1,3166.0
0,1,1,1,0,61000.0,360.0,0,0,0,1880.0
0,1,1,1,0,146000.0,360.0,0,0,0,4704.0
0,1,1,1,0,172000.0,84.0,1,0,0,7283.0
0,1,0,1,0,104000.0,360.0,1,2,1,3819.0
1,0,0,0,0,70000.0,360.0,1,1,1,2165.0
0,1,2,1,1,106000.0,360.0,0,1,0,2726.0
0,1,0,1,0,56000.0,180.0,1,1,1,6416.0
0,1,2,1,1,205000.0,240.0,1,1,0,6000.0
0,1,0,1,0,142000.0,180.0,1,0,1,7159.0
0,1,0,1,1,260000.0,360.0,1,2,1,16120.0
0,0,0,0,0,110000.0,360.0,1,0,1,3833.0
0,1,2,0,1,187000.0,360.0,1,0,0,7383.0
0,0,0,1,0,88000.0,360.0,0,1,0,2987.0
0,1,0,1,1,180000.0,360.0,1,0,1,9963.0
0,1,2,1,0,192000.0,360.0,1,2,1,5780.0
1,0,3,1,0,350000.0,180.0,0,2,0,42083.0
0,1,0,0,0,155000.0,360.0,1,0,1,5686.0
0,1,3,1,0,128000.0,360.0,1,2,1,5703.0
0,0,0,1,0,172000.0,360.0,1,0,1,7977.0
1,1,1,1,0,496000.0,360.0,1,1,1,12000.0
0,1,1,1,0,173000.0,360.0,1,1,1,5900.0
0,1,2,0,0,157000.0,360.0,1,0,1,5398.0
0,1,0,1,0,108000.0,360.0,1,0,1,5182.0
1,0,0,1,0,71000.0,360.0,1,0,1,2900.0
0,1,3,1,0,40000.0,180.0,1,0,1,4106.0
0,1,1,1,0,253000.0,360.0,1,2,1,8312.0
0,1,2,1,0,187000.0,360.0,1,2,1,7583.0
1,0,0,1,1,133000.0,360.0,0,1,0,4583.0
